"","text","sentiment"
"1601"," deh sm hater buzzerrp blgy ab gak kerja blgy banjir dimana blgy ga solusi blgy pencitraan yg gue heran knp glrm gubernur jawa barat lo pd ga prnh kritik kiriman banjir n pemprov bogor jg jakarta sdh gnt gubernur sll mencari solusi tp sygy gub jabar ga prnh solusi n gebrakan penanganan banjir berpuluh smp skr yg jabar plg parah banjiry n bencananya",1
"1602","wahhh buzer bahagia ni santapan bullydapet honor dahh",2
"1603","tengok neh tong",2
"1604","airnya keliatan birubayangan pohonnya jga",2
"1605","jooss ",2
"1606","kereen gubernur dki",2
"1607","semoga bermanfaat mengatasi banjir",2
"1608","rakyat mengeluh tuhan mengajarkan berusaha kehidupan tuhan disalahkan gubernur",2
"1609","btw eskavator ringan ya ngambang gitu",1
"1610","knp keruk lumpurnya pk eskapator bosque knp g pk sedot sedot lumpur dgn pompa disalurkan pipa",1
"1611","semoga air hujan nya lancar langsung kelautbiar anies g dibully",2
"1612","sehat gubernur doakan melbourne",2
"1613"," banjir berita pengerukan lumpursedimen",2
"1614","cool",2
"1615"," anis semoga sehat jaga kesehatannya ",2
"1616","semangat tim yg membersihkan waduk",2
"1617","kirain main remote control ga taunya beneran",2
"1618","barakallahu fiik anis baswedan beserta keluarga ",2
"1619","maaf maaf maaf mengecek pompa air persiapan banjir maaf so tau",2
"1620","pengendali banjir penghilang banjir ya",2
"1621","sehat anies alloh melindungi keluargatetep semangat utk jakarrta",2
"1622"," anies tlg bantu jemput sang imam hrs malu nama gelar singa klo pengecut kek gitu pandai umat aja garang bilang gak takutnya dipangil saksi aja sdh ngumpet kayak gitu",1
"1623","lanjutkan aniessemoga jakarta jd contoh utk kegotong royong dlm menyikapi warga mendukung kerja utk jgn lg perselisihan dimasa pandemi ",2
"1624","waduk seribu janji rawa buaya tolong diperhatikan dipercantik kasian janjiin mulu ",1
"1625"," persediaan psbb nih kak beli caplang disinfektan eagle eucalyptus disinfectan spray toko kikhyo rp tokopedia bebas ongkir beli oxycan tabung oksigen portable cc toko kikhyo rp tokopedia bebas ongkir beli masker sensi ply surgical face isi pcs toko kikhyo rp tokopedia bebas ongkir beli madu tj asli gr tresno joyo madu tj murni madu tj super toko kikhyo rp tokopedia bebas ongkir salam sehat toko kikhyo",1
"1626","semangat gubernur ku",2
"1627"," lindungnya ",2
"1628","mantapp rumah sy pulogadung kemarin kebanjiran x semoga g banjir lg good job ",2
"1629"," ya koment akun gak prnah responsmua keluhan tuh gk dpeduliin",1
"1630"," pd dikeruk jgn waduknya sj sungaikali yg jakarta biar pas musim penghujan air nya lancar",1
"1631"," buzzerp semangat bapakbismillah",2
"1632","disaat bnyk nya covid daerah yg banjir isu terkait menjalankan program hebat hebat banget pengen ketemu belajar langsung dg ",2
"1633","cepet sembuh abah gubernur dki butuh stok orang ",2
"1634","semangat ya memasuki musim hujan smoga lewati aman corona terkendali semangat ",2
"1635","sukabumi duluan yg banjir ",2
"1636","usul perbatasan pasar minggu depok bagusnya dibuatkan waduk gub",1
"1637","sehat trus pa anis",2
"1638","kali aja abis keduk bnyak kutu aernya maklum tukang cupang",2
"1639","gubernur ter mantap sukses anies n sehat ",2
"1640","pa anis kerja yg bener jgan ngomong aja media nya jateng nomor tingkat kematian covid nya",1
"1641"," cumanya kirim air n banjir bikin waduk n bersiin n keruk tu kali sungai mu wargamu buang sampahnya sungai krn ga bayar iuran",1
"1642","goodbeneramiin",2
"1643","sehat ya ",2
"1644","sehat ya barokalloh semoga alloh melindungi sekeluarga",2
"1645"," liat medan saringan sampah otomatis kasian warga marelan belawan akibat ulah orang berakal buang sampah sungaiparitselokan usul gubernur adakan tag walikota tahap penentuan terima kasih",1
"1646"," anis mencegah mengobati",2
"1647","gaush dengerin buzzer tugas anies baswedan klo ga makan mencaci nnti omelin majikan nya",1
"1648"," dimaksimalin bgt nih waduk ria rio pulomas kelapa gading timur krn nampung kali sunter pulogadung",2
"1649","asli kerja neh gub",2
"1650","sehat trs paa",2
"1651"," admin jasa followers instagramingin menawarkan followers likeview instagramverifikasi centang biru akun instagram harganya promo wa",1
"1652","good job pakkebetulan bgt dgn rmh ",2
"1653","mantap anies pandemi kali main taman ria rio waduk spesies burung mencari makan",2
"1654","semoga allah mudahkan urusan ",2
"1655","tiruuuu galakan penghijauan bangun waduk batasi bangunan keruk sampah sungai kali dll edukasi warga spy buang sampah sungai kasihan warga yg terdampak banjir jk musim hujan tanggung akherat ntar sulit masuk surga",2
"1656","cba dah jakarta banjir aja menitan kenanya auto masuk tv trending nauzubillah media semoga media allah yg kebenaran",1
"1657","amiin semangat pa gubernur",2
"1658","tolong psbb ketat dihentikan ubah ketentuan yg yg mematikan ekonomi masyarakat pengusaha jam malam point titik pemeriksaan km libatkan tni polri satpol pp ormas rt rw lakukan penempatan satgas perkantoran pasar mall",1
"1659","kemarin netijen bilang jelek sih pap bagus om potok biar hit bkt",1
"1660","sikaaat lumpurnya mumpung jakarta panas terik",1
"1661","kali pesanggrahan dikeruk",2
"1662","psbb jgn perpanjang pakkk",1
"1663","semangaat anies sumsel tp kagum sm kerja nya anies",2
"1664"," dibangun hotel ",2
"1665","kasihan anis jajarannya hbis mikirin covid skrg banjir masyaalloh",1
"1666"," dipintu air mangga lumpur nya ",2
"1667","semangat njih gub wagub sehat ",2
"1668","semoga anies lindungan allah",2
"1669","smoga sht d tmbh kesabarannya ya semangat",2
"1670","semangat ",2
"1671","aamiin smg dimudahkan ",2
"1672","keren ",2
"1673","telat",1
"1674","hasilnya",2
"1675","lanjutkeun gubernur",2
"1676","asek pa anies grebek lumpur ga atta doang grebek anies ",2
"1677","mantap gubernur",2
"1678"," anies tolong ulama rakyat biar berkah yg tdk takut berkurang berkahnya amanah semoga jln lurus",2
"1679","wwwdjayaaspaltcom",2
"1680","alhamdulillah jkt anan",2
"1681","masya allah anies sehat sehat teruss semoga lindungan allah aamiin",2
"1682","smangat anies kerja omong doang",2
"1683"," nyari rumah murah idaman langsung cek ig dijamin kualitas bagus terpercayaa cusss yaa bunn",2
"1684"," cegat sampah hulu depok bogor bekasi",1
"1685","barakallahu fiikum gub bpk mga masyarakat qt disiplin dlm mbuang sampah pd tempatnya",2
"1686","semoga lekas sembuh ",2
"1687","alhamdulilah",2
"1688","mantul mantap ",2
"1689"," gimana kabarnya cepet sembuh ya ",2
"1690"," penyerangan anggota kepolisian sekelompok pengikut mrs jalan tol jakartacikampek km wib penyerangan senjata tajam senjata api tol mengikuti kendaraan pengikut kendaraan petugas dipepet diberhentikan kendaraan pengikut penyerangan menodongkan senjata api senjata tajam samurai celurit anggota kapolda metro jaya irjen pol dr muhammad fadil imran msi konferensi pers jakarta senin aksi penyerangan dilakuakn simpatisan hrs membahayakan nyawa petugas aparat kepolisian terpaksa tindakan terukur membahayakan keselamatan jiwa petugas petugas tindakan terukur mengakibatkan orang penyerang meninggal dunia orang melarikan kapolda metro jaya akibat insiden kepolisian mengalami kerugian materiil rusaknya kendaraan akibat ditabrak bekas tembakan lokasi kejadian pmj",1
"1691","halleluyahsemakin diberkati gubernur anies utk jakarta",2
"1692","alhamdullilahwalaupun musim hujan ga seratus banjir bertebaran sehat ya gubernurku",1
"1693"," banjir sebelah ",2
"1694","saran jakarta san kota nkri mengeluarkan peraturan yg keras bold hukuman pelaku pembuangan sampah sembarangan puntung rokok seal tutup botol denda rp jt pembuang sampah sembarangan disosialisasikan rt minimal x seminggu humas kantor kota daerah wisata hukumannya menyambung kerja edukasi perusahaaninstitusi penegakan disiplin buang sampah efektif terima kasih",1
"1695","bekasi kaya gnh ya",1
"1696","sehat ",2
"1697","insyaaallah jakarta aman lekas pulih beraktivitas kembaliaamiin",1
"1698"," anis",2
"1699"," menghayal saringan sampah dijakarta ",2
"1700"," mancing ikan nih ",2
"1701","cepat sembuh anies semoga cepat kerja dki jakarta",2
"1702","yg orang gn putri suaranya",2
"1703","cepat sembuh paaaaaak semoga allah menjaga kesehatan amiien ya rabbalalamin",2
"1704","logo desainnya kak",2
"1705","alhamdulillahga pake maskerkeliling terusketemu orangnegative teruz gaa kena covid kasian yg pd nganggur gegara psbb mulusampe skrg ga dpt blt yg rbtp uda tau skrg duitnye korupsi",2
"1706","semoga sehat sehat allah melindung keluarga aamiin",2
"1707","hebatt smoga anies lindungan allah",2
"1708","alhamdulillah gak berita banjir curah hujan bgd yg kaya gini gak masukin tv hem gws anis maju ",2
"1709","salut anies jajarannya yg berupaya mengelola jakarta baiknya",2
"1710","sehat anis",2
"1711"," cakep kalo blusukan gini",2
"1712","saran ",2
"1713","follow ",2
"1714","sehat pa cepet sembuh pa",2
"1715","massyaallah tabarakallah bener bener pemimpin",2
"1716","tim kebersihan jalan gubini sisitem manajemen benermantap pa gubsemoga lekas sembuh",2
"1717","alhamdulillah mudah an warga peduli kebersihan biar bumi bersih membahayakan aamiin",2
"1718","istrahat ",2
"1719","sehat slalu pk barakallah",2
"1720","cepat sembuh ya ",2
"1721","tetep sampah sembarang ntar banjir salahin gubernur masyarakat banjir penyebab nya sampah ",1
"1722","semoga lekas sembuh jaga kesehatannya jaga semangatnya mohon tinjau tetang pemutusan hubungan kerja phk kayawan nakes ",2
"1723","system dgn ",2
"1724","semoga cepat pulih anies jakarta membutuhkan ",2
"1725","gimana cepet sembuh ya anies sholeh barakallahu fiik ",2
"1726","masyaallah semangattt baikbaik sehat kuat",2
"1727","semangka paaaaaa",2
"1728","semoga cepet sembuh semoga allah melindungi anies aamiin yaa robbalalaamiin",2
"1729","masyaallah mudah an lekas sembuh gubernur",2
"1730"," anies kabar cepet sembuh ",2
"1731","gimana ga banjir tahunsebagian masyarakatnya buang sampah sembarangan",1
"1732"," bobrok menyebabkan maslaah salah gubernur nya prestasi berkat pemerintah pusat hallo selamat pola pikir pembenci anies baswedan pola pikir pemerintah pusat",1
"1733","sehat ya bpkibu pasukan orange",2
"1734","alhamdulillah paket bansos anies yg lengkap kl yg kantong merah mah kopong isi nya",2
"1735","smoga cpat sehat formypresiden",2
"1736","pengalihan isu kawal bansos m",2
"1737"," badan abang dikarantina giliran bpk focus kerja good good",2
"1738","smga alloh swt melindungi jakarta dr banjir",2
"1739","greetings from turkey",2
"1740","doakan gubwakilnya semoga cepat sembuhaamiiin",2
"1741","masyaaallah",2
"1742","yatuhan jaman emang buang buang sampah sembarangan sungai kali",1
"1743","iya kn banjir ulah manusia aja yg menyalahkan otak kau dmn",1
"1744","masya allah bertugas kondisi sehat syafakallah gub wagub semoga sehat ",2
"1745","akun terbuka lebar yaaa kakakkakak abangabang temanteman belajar bahasa inggris harian instagram",2
"1746","thai tea",2
"1747","cepet sehat ya semangat",2
"1748","cepet sembuh ",2
"1749","semoga lekas sembuh gub",2
"1750"," anies gimana kabarnya sehat",2
"1751","syafakallah gubernerku pa anis",2
"1752","semangaaaat sembuuuh slalu dlm lindungan alloh",2
"1753","bantu share kitabisacomdonasiarsya bca tri wahyuni oktavia gopay yudhie ali hardiyansah",2
"1754","airnya dialirin kmn ",2
"1755","jakarta acak pa cepat ",1
"1756","yuk terima tantangan ",2
"1757"," ondel ondel keruk yg jadiin ngamen malu aye mascot budaya aye ngamen",1
"1758","sukses pa lanjutkan ri",2
"1759","my presiden ganjar ganjar the next president",2
"1760","mohon maaf anisalngkah ya jngan trllu post krja nya rayat sudh tau hasil kasihan isi istana kejang",1
"1761","petantang peteteng",2
"1762","salam gub walkot jaktim anwar dimohon teliti terkait perizinan kosan pembangunan yg hotel yg trend warga mengeluh laporan tim warga lapor jaki rt lurah camat walkot timur pertemuan audensi nya lurah camat walkot yg wakili wakil walkot mengundang warga hasil nya warga kecewa hotel berdiri satpol pp yg mensegel x jam hotel mengakui kesalahannya perizinan hotel sungguh miris tolong perhatiannya lokasi wilayah gg secang rt rw kelurahan utan kayu utara kecamatan matraman jakarta timur patokannya gd bnpb danatau bank bni mohon tindakannya perhatian kerjasamanya ucapkan terimakasih salam tim",2
"1763"," gorong raksasa alirin kelaut ",2
"1764","daerah stasiun tebet perumahan banjir mulu hujan gede deg an sukses utk sehat ya ",1
"1765","masukin tanah airnya jgn buang laut",1
"1766"," heater kerja kota medan banjir tuh silahkan salahkan anies",2
"1767","tuntaskan anies insyaallah dpt berjalan lancar dki jakarta",2
"1768","mantabs pa anissehat pa ttp solusi mengatasi banjirtnp pencitraan",2
"1769","aamiin sehat anies",2
"1770","goodbener",2
"1771","masya allah akun progres jarang orang pemilik akun framing gagah framing berwibawa framing keras panutan masya allah semoga soleh sehat dijauhkan fitnah aamiin",2
"1772"," anies",2
"1773","semangat pres insyaallah surga biar fitnah tunjukkan kerja nyata",2
"1774","mantap gubernur layak inisiasi kemajuan negeri kenal lelah ramai orang menilai coba bullying politik sehat ",2
"1775"," good bener indonesis gimana sih kerja hasil bagus cm bilang kerja sm sebelah kerja x tp hasilnya meroket utangnyahancurnya negri",2
"1776","nico devandri jaya",2
"1777","airnya minum aja nis biar gak banjir",1
"1778","aamin yaa robbalaalamiin semoga berhasil usaha upaya penangan banjirnya anis",2
"1779","presidennya indonesia udah",2
"1780","sabar yaa anies secepat membalikkan telapak tangan penanganan ",2
"1781","usul anies baswedan anies baswedan liat langsung keruk got pemukiman warga",2
"1782"," anies beli exca ",2
"1783","sumpah keren banget gubernur jakarta ampun dah keruk lumpurnya jgn yg onoh keruk bus cina bakar",2
"1784","ngelihat anis tu adem bgtada dgn beliausemoga sukses pakdunia akhiratnya amingood job",2
"1785","biarlah orang hatiku gembira gubernur semangat terusss paaak",2
"1786","kerenn",2
"1787","the next presiden aamiin",2
"1788","bpk semoga allah cepat mengangkat penyakitnya dpt berjuang ibukota jakarta semoga bpk dilindungi dr fitnah apapun bekerjalah allah swt",2
"1789","semoga proyeknya dilancarkan sukses aamiin",2
"1790","sehat pa",2
"1791","kerjanya nyata banget sih ",2
"1792","semangat bang anies biarkan anjing menggonggongbang anies ",2
"1793","semoga anies dimudahkan urusan nya",2
"1794","semoga anis dlm lindungan allah swtaamiinn",2
"1795","barakallah goodbener",2
"1796","mantap goodbener gaskeun",2
"1797","insya allah inspeksi langsung propinsi",2
"1798","semoga presiden aamiin",2
"1799","ya allah berikanlah gubernur dki kesembuhan",2
"1800","gitu donk keliatan kerja nya",2
"1801","dear gubernurpak tolong jl raya bekasi daerah pulo gadung penggilingan dst rusak parah pakkaya gunung sinabung turun gak lubang mn pembangunan jl tol gak pulo gebang mn pokonya gak selesai udah ber tolong tegur jl tol percepat membahayakan pengguna jl nya",1
"1802","masyaallaah",2
"1803","gud mantafffff",2
"1804","smg pk anies kesehatan umur yg bermanfaat sukses dunia akhirat aamiin",2
"1805","waduk ditempat sy jd bagus pa anis trimakasih pa anies smoga sll sehat pjang umur amiin",2
"1806","barokalloh anies semoga allah melindungimu aamiin",2
"1807","maaantaaap gubernurlanjut kerja ",2
"1808"," kritik pekerjaan antisipasi banjir dilaksanakan musim penghujan kemarau pekerjaan nya masif musim hujan budaya deadline hilangkan musim hujan kontrol debit keruk dgn skala ",1
"1809","jual aja kota tu hahahaha",1
"1810","berfikir cerdas bkn berfikir nguras",1
"1811","semoga bencana ",1
"1812","semangat smg lindungi allah swt",2
"1813","salut anies",2
"1814","for anies semangat",2
"1815","mulut wacana ",1
"1816","semoga dilindungi allah swt",2
"1817","deket rumah sehat gubernur",2
"1818","diemin aja si buzzer org yg gasuka anis anis jarang terekpost dimedia tv sejuta prestasinya anis kerja yg tuh kang foto aja gatau dah kerja engga semangat sehat biar jakarta mantul urus makasih anis you are the best",1
"1819","ter the best",2
"1820","pakk pinta tergiur gelap mata korupsi apapun ya sehat semoga lelah karna allah taala ya allah dpt membalasnya",2
"1821","tetep semangat ppsu",2
"1822"," berita framing menyudutkan beliau anies kenyataan gubernur dki pemikiranpemikiran cerdas santun dihati rakyat cerdas barakallahu fiik",2
"1823","sehatsehat gubernur",2
"1824","sedih kalo ngliat slide alat berat yg udah digit gajinya yg kanan kirinya separonya aja gak pa",1
"1825","alhamdulillah anies km senang dgn kerja yg utk rakyat indonesia semoga allah melindungi langkah bpk utk berbuat kpn bpk salam aceh kabupaten bireuen",2
"1826","barakallhu fiik lanjutkan pa semoga bermanfaat ",2
"1827","barakallah sehat goodbener",2
"1828","mantab ",2
"1829","semangat pa anies",2
"1830","barakallah anies rasyid baswedan",2
"1831"," tim editornya tolong disesuaikan lg tonenya rada srek dipandang",1
"1832","alhamdulillah gubernur semoga banjir wilayah jakarta semoga anis sehat ",2
"1833"," kesadaran warga jg pakselain sampahsukses anisjgn jkt terendam banjir",2
"1834","anis keren",2
"1835","smg sehat sll anisbarokallah",2
"1836"," ketahanan tahan serangan buzzerp gak influenzer flu musim hujan",2
"1837","smg umur sehat y smg dlm lindungan allah swt",2
"1838"," anis salam anwar bilang mencintai salah warganya yg tinggal cibubur ",2
"1839","nl",2
"1840","semoga bpk senantiasa dlm lindungan allah swt",2
"1841","gubernur indonesia ya",2
"1842","semangad semoga kerja membuahkan hasil jakarta aman dr banjir terima kasih semoga allah senantiasa menjaga keluarga masyarakat indonesia dr bencana",2
"1843","did the water create energy do it connect with electricity all around jakarta connect",2
"1844","selamat ya pa bos",2
"1845","kerjaannya liat poto acting dpn kamera konpress trima hibah penghargaan tp kerjaan amburadul",1
"1846","sehat presiden ku doa terbaik ",2
"1847","masyaallah tabarakallah daster k cek yuuk",2
"1848","mantultetap semangat salam sehat ",2
"1849"," yg bilang pengerukan waduk pondok ranggon gmna coba klu yg gtu",1
"1850","mampir atuh pabrik dkt bgt ",2
"1851"," nyadar melawan sunatulloh air dialirkan jalur raksasa laut",2
"1852"," kayak gini dibilang ga kerja ga tau deh seh maunya tukar ama bobrok kayaknya doakan semoga jakarta sehat banjir sehat qif doakan bpk sesuai amanah",2
"1853","pondok ranggon kampung halaman ku gak banjir antisipasi terima kasih pa anis",2
"1854","please check and stop it",2
"1855","sukses anies sehat ya ",2
"1856","setan nih air nya gak masuk tanah berani berani nya melawan sunatulloh",2
"1857","cek profile anies klo tau beliau kerjanya ",2
"1858","amin ya rabal alamin",2
"1859","jaga jarak ntar bully warga sebelah",2
"1860","sehat anies",2
"1861","real kerja kerja kerja yaa gnihsilny kliatan",2
"1862"," orang batang jawa jujur kagum gubernur yg santun berwibawa merakyat sehat sehat istiqomah gubernur",2
"1863","sehat dlm lindungan allah taala",2
"1864"," lupa habis inspeksi selonjor wedangan baca komik ",1
"1865","menyelesaikan banjir pengerukan kali lakukan sodetan kali ciliwung bkt sesai rencana sebentar selesai tugas yg bermanfaat banjir yg dijadikan konsumsi politik manusia kurap",1
"1866"," emang warga jawa barat salut kinerja ",2
"1867","sehat gubernur",2
"1868","barokallah setahap setahap",2
"1869","gubenur gue",2
"1870","semangat aniessmg allah menjaga dn melindungi aniessehat walafiat ya anies",2
"1871","giliran hujan langsung beraksikenapa gk dri kemren ja pas musim kemarau",1
"1872","bg anis semangat",2
"1873","kjp turun ",2
"1874"," bayar uang selolah",2
"1875"," anies jd president aja",2
"1876","syafakallah aamiin",2
"1877","semoga lekas presiden pa",2
"1878","gubernur indonesia",2
"1879","sehat aamiin",2
"1880","bingung bngt orang yg gk suka anies si hidup orang sehebat anies aja dibenci pokoknya sehat trus anies",2
"1881","semangat truss mr gubernur",2
"1882","smg jaga diridhoi allah anies",2
"1883","aamiin",2
"1884","kerja gak gembar gembor yg hasilmalu posting program kerja hasil gak adamendingan kerja senyap hasilnya baguskalo pemimpin model gini kerjanya cari popularitas",1
"1885","semangat",2
"1886"," lupa sunatulloh pa gub",2
"1887"," kemasing induvidu gubernurnya disalahin kerja apapun warganya ndak buang sampah tempatnya susah mencegah banjir",1
"1888","assalamualaikum masya allah tabarakallahu semoga allah s nantiasa melindungi bpk anies kel",2
"1889","lihat nih psi",2
"1890","tolong kasih bebek bebekan ya hiburan anak anak dlu nya sawah bermain anak anak ",2
"1891","psi pdi p nih",2
"1892","baarakallahu fiik gubernur",2
"1893","masyaallah tabarakallah sehat dlm penjagaan allah ya ",2
"1894","sehat barakallah",2
"1895"," berbuat pakjangan dengerin kodok yg bernyanyi",2
"1896","yaaa robb orang seiklas anies dgn hati niat yg tulus hasilnya pastinya memuaskan semoga alloh sellu melindungi anies orang yg syirik dengki hasad penyakit hati",2
"1897"," semangat paktambah maju n bahagia",2
"1898","pencitraan",2
"1899","maju bang",2
"1900","bpk anies klo jln raya rmh hny bunyi klakson mobil terettettettttpasti pejabat semoga bertemu langsung dgn sosok pemimpin yg hati bpk gubernur dki jakartaaamiin",2
"1901","semoga berhasil mengurangi banjir jakarta",2
"1902","gas pol ",2
"1903","sehat slalu gubernur indonesia rasulullah saw imam salah tokoh idola belajar kesabarankeikhlasan ",2
"1904","waduknya isiin bibit ikan ikan nila merah",2
"1905","kamiwarga dkijakartadukung penuhkebijakan gubernursemoga maju teruskotanyadan bahagua warganyaamin",2
"1906","mantap anis bpk anis dn waklnya selalau shataamiin",2
"1907","semoga gub wali sehat umurnya berkah",2
"1908","sehat presiden indonesia",2
"1909","kalo jaman kmren pengerukan bgini uda diliput wartawan sekompi masuk brita malam anies masuk instagram aja krna kerja ga pencitraan kerja ya kerja good job ",2
"1910","semoga lekas sembuh",2
"1911"," presiden indonesiadari rakyat rakyatgw bangga bang aniesbaswedan",2
"1912","mantap anis",2
"1913","mantab gubernurn indonesia",2
"1914","semoga pa anis keluarga kesehatan kekuatan pemimpin ",2
"1915"," s eee m aaa ngaat yaa barakallah",2
"1916","s gubernur presiden gue sehat semangat staycool",2
"1917","barakallahu fiikum ",2
"1918"," anies ga janji kampanye tindakan yg nyata sehat anies keluarga",2
"1919","barakallohu mr goodbener indonesia",2
"1920","barakallah fiik semoga sehat lindungan alloh",2
"1921"," dapet insight bagus teknologi ikutan techminar kreen ya info lengkapnya profile",2
"1922","smg allah mudahkan dlm anies",2
"1923","semangad bang sehat smg slalu dilindungi penjagaan allah aamiin",2
"1924","aamiin y robbalalamiin",2
"1925"," ttp keren ",2
"1926","sehat pa gubernur",2
"1927","salut dg mu anies mmg utk rakyat jakarta utk pribadi parpol semangat semoga allah menjaga mu",2
"1928","masyaa allohtabarokalloh gubernur",2
"1929","semoga allah senantiasa perlindungan kesehatan kesuksesan calon presiden ku",2
"1930","sehat semoga allah melindungi anis",2
"1931","sehat aniesb",2
"1932","keren pengeruk sampahnyamantap",2
"1933","top marketop",2
"1934","insyaallah amanah anis",2
"1935","semoga sehat dibawah lindungan allah swt anis",2
"1936","yg komen lawak",2
"1937","l",2
"1938","semoga aniesdiberi kesehatan lahir bhatin allah swt lindungi beliau aminn",2
"1939","semoga alloh melindungi anis aamiin",2
"1940","waw wadidaww",2
"1941","keren anies pemimpin hebat yg mikirin rakyat",2
"1942","alhamdulillah pa anies sadar akhirnyaharus tetep dikeruk jakarta ga dibiarkan airnya masuk alami tanah beda jaman insyaallah melawan sunatulloh",2
"1943","semangat bapakbapak pahlawan mencegah banjir",2
"1944","melawan sunnattuloh inget jaman kampanye",2
"1945","udah gak sabar mencoblos gambar anies my president",2
"1946","semoga allah senantiasa menjaga melindungi ",2
"1947","terima kasih pa anies deket rumah nih",2
"1948","aamiinlekas selesaiair tertampungbanjir ya ga terjadisukses p anies",2
"1949","anjir gua orng pondok ranggon dri tpi gua ngga tau waduk dimna",2
"1950","aamiin yaa allah doa terbaik gubernur dki yg berikhtiar kemajuan jakarta",2
"1951","ga capek kerja mulu",2
"1952","aamiin ya allahsungguh salut gubernur aniesapapun sanabeliau fokus melayani kebutuhan warganyamaasya allah tabarakallohsemoga allah swt melindungi mu gubernur",2
"1953","mudahan cepat selesai dilancarkan urusannya ",2
"1954","gimana gk banjirorang buang sampah disungaiyg disalahin pemerintah",1
"1955"," gubernur ku cuekin yg nyinyir iri",2
"1956","mantab",2
"1957","semangat berkarya bang anies",2
"1958","semoga anies baswedan kesehatan perlindungan sempurna allaah swt",2
"1959","allah with you barakallah",2
"1960","teruskan perjuangan anis semoga istiqomah",2
"1961","kereen",2
"1962","aamiin ya robbal alamiin",2
"1963","anjing menggonggong kafilah biarkan anjing menggonggong anies berkarya lupa jaga kesehatan ya boss utk jaga kesinambungan karya rakyat jakarta btw makan sate kamhing gudang peluru ",1
"1964","semoga diliput media ya pakkkkk gak jeleknya aja diumbar baiknya aaamiin",2
"1965","semoga menyetujui kenaikan gaji anggota dprd dki jakarta",2
"1966","semangat aniss",2
"1967","sehat anis",2
"1968","barokallahu fiik",2
"1969","sehat semoga allah slalu melindungi aniskeluarga aamiin allah aamiin",2
"1970","manusia berusahasmg doa bpk gubernur ijabah allahaamiin",2
"1971","sehat slalu ya gubernurmudah han presiden dimasa ",2
"1972","wowww keren",2
"1973","barakallah anies semoga sehat dlm lindungan allah swt aamiin",2
"1974","kerja senyap tuntas profesional keren anis",2
"1975","aamiin y rabbmantab pk anies",2
"1976","usaha utk menjaga jkt jgn banjir allah yg turun hujan air laut buatan manusia",2
"1977","tdk yg menangani banjir jakartatp apapun jln usaha untk atasi banjir smg berjalan dgn lancar pk gubernur",2
"1978","selamat presidenku",2
"1979","aniespemimpinamanahyangkeren",2
"1980","beres ",2
"1981","jakarta keren",2
"1982","sehat tunggu indonesia",2
"1983","semoga menjadikan solusi aamiinn",2
"1984","mohon maaf kjp gmna udh proses udh teken belom hilalnya udh tgl p op",1
"1985","gubernur kaleng kalengan kayak si nganu",1
"1986","semangat ya innallaha maasshobiriin",2
"1987"," kerja psk anes krn allah ga kurupsi ga kayak yg sebelah omongan doang uang bansos korupsi dasar anjing got makan selokan sampah",1
"1988"," anies mohon underpass senen cepat diresmikan gatahan macet nya heheterimakasih anies",2
"1989","semangat wlpn byk yg berusaha menjatuhkan nilai mata masyarakat menyertai nama doa ",2
"1990","cerdas anies",2
"1991","sehat truss ",2
"1992","sehat ",2
"1993","semangat anies hiraukan berusaha menjatuh anies",2
"1994"," baca buku ",2
"1995","y allah sehatkan anies aamiin",2
"1996","oke lahkuy cari mobil jutaan ex bluebird bekasi",2
"1997","pondok ranggon nya sebelah ya gua org pondok ranggon gak tau dmn wkwk",2
"1998"," anies tolong keluarkan pergub buang sampah sembarangan jakarta didendaagar masyarakat ngga buang sampah sembarangan ",1
"1999","sehat ",2
"2000","semoga airnya masuk tanah",2
"2001","mantap sehat trus kejang",2
"2002"," nyata berisi tendensi barokah santun berwibawa next for ri",2
"2003"," dgn totalitas yg mumpuni rakyat jakarta mendukungmu tetaplah teladan pemimpin yg jujur amanah semoga allah melindungimu sehat aamiin",2
"2004","doa menyertai pa anies salam alumni uniku kabupaten kuningan jawa barat",2
"2005"," presiden",2
"2006","cerdas",2
"2007"," aniessemoga lindungan nyaaamiin",2
"2008","sabar yah anis bertahan bnyk yg menjatuhkan tp sll anis bs melaluinya smg sll kesehatan umur",2
"2009","amiin",2
"2010"," ngumpulin orang makan susah gemuk",2
"2011","sehat anies",2
"2012"," pemimpingubernur memerintahkan doang contoh terjun kelapangan sehat anies",2
"2013","mancing enak nih nder mari wkwk",2
"2014","gas kasih kendor semangat sehat ",2
"2015","semangat ",2
"2016","tikus got kagak ajakin biasanye kalo ade nyang bau bau maen nyemplung aje",2
"2017","semg gbur kt pa ttp semangat sht slalu aamin amin yararabalalamin calon insyahallah calon presden kt aamin amin amin",2
"2018","sehat ya gubernur",2
"2019","sukses ya ",2
"2020","jaya pemimpin y jujur slu dlindungi allah swt",2
"2021","yakinnn gk punyaaaa badannnn ideallll",2
"2022","gubernur yg menginspirasi semoga gubernur kebaikan ketulusan yg aamiin",2
"2023","sehat trus anies",2
"2024","barokallahsehat ya anissemoga lelah mu lillah",2
"2025","semoga allah swt menjaga ",2
"2026"," tolong gubenur kususnya wilayah cempaka putih banjir ",1
"2027","kurnia ketemu anies ",2
"2028","semoga alloh melindunginyamaju anis",2
"2029","sehat pa aniss",2
"2030","semangat sehat ",2
